txn_id,txn_timestamp,from_acct_id,to_acct_id,txn_type,amount,status,error_msg
7131,2025-01-01 15:40:59,1972,597,UPI,1723,SUCCESS,
7132,2025-09-02 16:28:41,1184,,WITHDRAWAL,38935,SUCCESS,
7133,2025-09-30 20:10:52,547,1976,IMPS,67999,SUCCESS,
7134,2025-02-09 06:59:29,2655,2841,FUND TRANSFER,548721,SUCCESS,
7135,2025-09-22 00:53:56,3098,3730,FUND TRANSFER,562450,SUCCESS,
7136,2025-04-28 22:33:22,4160,643,UPI,8859,SUCCESS,
7137,2025-12-03 00:40:35,1479,1432,IMPS,40134,SUCCESS,
7138,2025-12-08 20:23:36,1209,,DEPOSIT,38025,SUCCESS,
7139,2025-06-13 11:19:36,2305,3260,FUND TRANSFER,403646,SUCCESS,
7140,2025-01-13 22:52:20,1485,3852,UPI,2137,SUCCESS,
7141,2025-09-15 06:23:51,363,4802,FUND TRANSFER,356129,SUCCESS,
7142,2025-01-19 02:20:42,2273,2342,FUND TRANSFER,614663,SUCCESS,
7143,2025-03-16 02:12:23,2892,4937,NEFT,377243,SUCCESS,
7144,2025-03-23 08:17:56,4479,,ATM WITHDRAWAL,4558,SUCCESS,
7145,2025-05-22 13:03:13,2544,348,UPI,3697,SUCCESS,
7146,2025-03-28 13:35:17,1587,3252,UPI,6806,SUCCESS,
7147,2025-05-23 23:53:04,3076,2628,UPI,5835,SUCCESS,
7148,2025-06-04 08:53:48,2620,1195,UPI,2799,SUCCESS,
7149,2025-10-02 23:02:13,1922,,ATM WITHDRAWAL,2139,SUCCESS,
7150,2025-10-22 03:09:49,2526,4280,FUND TRANSFER,883623,SUCCESS,
7151,2025-09-06 07:43:47,777,4194,FUND TRANSFER,186399,SUCCESS,
7152,2025-08-28 07:25:24,3363,3623,IMPS,118605,SUCCESS,
7153,2025-07-26 23:07:11,4628,3736,UPI,9690,SUCCESS,
7154,2025-09-20 19:08:47,2801,4004,UPI,5768,SUCCESS,
7155,2025-01-21 17:48:58,514,,ATM WITHDRAWAL,5977,SUCCESS,
7156,2025-05-12 18:20:09,349,,WITHDRAWAL,979,SUCCESS,
7157,2025-09-08 06:07:47,3561,1806,UPI,3904,SUCCESS,
7158,2025-03-15 16:41:10,3991,3508,UPI,2496,SUCCESS,
7159,2025-03-10 07:35:53,1466,3070,FUND TRANSFER,932462,SUCCESS,
7160,2025-06-26 07:01:26,2970,,ATM WITHDRAWAL,7799,SUCCESS,
7161,2025-10-01 03:23:39,4451,4248,UPI,4514,SUCCESS,
7162,2025-03-18 20:55:29,2270,1621,IMPS,121388,SUCCESS,
7163,2025-04-26 14:31:23,1348,2347,UPI,9365,SUCCESS,
7164,2025-11-16 11:33:22,806,,DEPOSIT,82175,SUCCESS,
7165,2025-12-22 14:44:56,3699,1460,NEFT,355742,SUCCESS,
7166,2025-03-20 20:29:18,2822,3841,IMPS,25544,SUCCESS,
7167,2025-09-05 11:13:27,4562,,DEPOSIT,57685,SUCCESS,
7168,2025-02-10 19:03:17,4225,,ATM WITHDRAWAL,4572,SUCCESS,
7169,2025-05-13 18:21:07,4378,4513,UPI,5260,SUCCESS,
7170,2025-02-09 15:16:56,3167,2479,FUND TRANSFER,839708,SUCCESS,
7171,2025-12-30 08:11:41,4657,3225,UPI,2870,SUCCESS,
7172,2025-07-15 22:04:09,3146,,WITHDRAWAL,38275,SUCCESS,
7173,2025-12-14 20:02:10,1107,4136,NEFT,108878,SUCCESS,
7174,2025-02-20 12:51:27,1369,1195,IMPS,68203,SUCCESS,
7175,2025-12-13 02:45:32,680,3429,UPI,7782,SUCCESS,
7176,2025-10-27 14:09:28,632,,WITHDRAWAL,46416,SUCCESS,
7177,2025-04-26 09:40:12,1973,,ATM WITHDRAWAL,3806,SUCCESS,
7178,2025-09-06 03:11:39,853,,INTEREST CREDIT,310,SUCCESS,
7179,2025-05-27 20:48:45,4807,,ATM WITHDRAWAL,1932,SUCCESS,
7180,2025-01-06 09:10:47,786,4486,NEFT,84403,SUCCESS,
7181,2025-04-25 00:29:21,3898,514,FUND TRANSFER,88171,SUCCESS,
7182,2025-07-29 21:09:32,1538,,ATM WITHDRAWAL,1576,SUCCESS,
7183,2025-10-20 14:20:45,1144,,DEPOSIT,54196,SUCCESS,
7184,2025-07-29 05:36:09,2671,660,UPI,3797,SUCCESS,
7185,2025-03-27 12:12:13,1637,71,UPI,5989,SUCCESS,
7186,2025-10-27 09:06:10,564,1199,NEFT,285472,SUCCESS,
7187,2025-11-11 08:06:25,3055,2398,UPI,6987,SUCCESS,
7188,2025-10-23 14:08:04,1332,,WITHDRAWAL,44826,SUCCESS,
7189,2025-10-14 07:38:14,2866,1182,UPI,2286,SUCCESS,
7190,2025-07-26 00:40:25,1427,4023,FUND TRANSFER,37621,SUCCESS,
7191,2025-01-18 10:43:56,666,2772,FUND TRANSFER,558423,SUCCESS,
7192,2025-11-16 19:14:05,3051,2575,UPI,9633,SUCCESS,
7193,2025-10-14 23:40:28,3673,4503,NEFT,303228,SUCCESS,
7194,2025-08-20 12:01:53,278,1984,UPI,3177,SUCCESS,
7195,2025-08-10 15:45:19,5,4677,IMPS,117449,SUCCESS,
7196,2025-01-11 09:25:52,4991,2871,UPI,1700,SUCCESS,
7197,2025-01-24 09:19:10,3162,2509,UPI,4539,SUCCESS,
7198,2025-01-27 12:08:42,2615,,ATM WITHDRAWAL,754,SUCCESS,
7199,2025-11-01 20:00:36,4148,808,UPI,2473,SUCCESS,
7200,2025-05-11 16:35:02,3743,3938,UPI,8380,SUCCESS,
7201,2025-11-27 08:43:19,4966,3161,NEFT,325907,SUCCESS,
7202,2025-06-29 22:33:06,3094,,WITHDRAWAL,15326,SUCCESS,
7203,2025-01-22 04:23:51,380,4704,UPI,4440,SUCCESS,
7204,2025-11-25 01:34:04,1691,2839,FUND TRANSFER,102899,SUCCESS,
7205,2025-01-01 04:51:08,4637,754,IMPS,161353,SUCCESS,
7206,2025-08-08 20:54:04,4907,,ATM WITHDRAWAL,3739,SUCCESS,
7207,2025-09-28 04:40:56,2326,3022,IMPS,38017,SUCCESS,
7208,2025-10-14 01:29:50,555,4905,IMPS,197467,SUCCESS,
7209,2025-10-11 22:44:15,1483,,DEPOSIT,35294,SUCCESS,
7210,2025-08-01 22:51:13,1209,,WITHDRAWAL,24098,SUCCESS,
7211,2025-04-19 19:57:45,1570,,DEPOSIT,62266,SUCCESS,
7212,2025-07-14 04:31:24,2865,,DEPOSIT,57519,SUCCESS,
7213,2025-04-16 06:07:43,1823,,WITHDRAWAL,3234,SUCCESS,
7214,2025-05-05 01:54:41,2202,1054,UPI,3600,SUCCESS,
7215,2025-01-15 11:48:27,3672,2359,UPI,5228,SUCCESS,
7216,2025-03-11 14:04:58,1803,1279,IMPS,90697,SUCCESS,
7217,2025-07-23 16:00:52,2033,,WITHDRAWAL,20308,SUCCESS,
7218,2025-09-29 17:55:55,2629,2070,FUND TRANSFER,679437,SUCCESS,
7219,2025-03-28 21:44:11,1659,187,UPI,7545,SUCCESS,
7220,2025-06-11 06:50:16,69,,WITHDRAWAL,46004,SUCCESS,
7221,2025-03-19 22:25:50,3270,,DEPOSIT,71394,SUCCESS,
7222,2025-06-03 13:04:12,4178,488,UPI,7883,SUCCESS,
7223,2025-05-08 21:58:05,2429,,DEPOSIT,72870,SUCCESS,
7224,2025-10-14 12:31:54,2193,1890,UPI,5879,SUCCESS,
7225,2025-03-26 15:31:42,938,,WITHDRAWAL,35531,SUCCESS,
7226,2025-01-26 07:00:56,2442,3170,FUND TRANSFER,588275,SUCCESS,
7227,2025-05-11 15:12:15,3081,4111,UPI,279,SUCCESS,
7228,2025-02-22 04:26:37,215,4972,UPI,2577,SUCCESS,
7229,2025-10-16 13:50:50,787,4291,FUND TRANSFER,641995,SUCCESS,
7230,2025-09-11 10:49:11,3544,,WITHDRAWAL,49857,SUCCESS,
7231,2025-04-25 09:39:01,3131,,WITHDRAWAL,29238,SUCCESS,
7232,2025-06-29 01:00:57,3495,,WITHDRAWAL,41742,SUCCESS,
7233,2025-04-09 11:03:02,2067,2317,FUND TRANSFER,321725,SUCCESS,
7234,2025-06-06 01:04:17,4982,,ATM WITHDRAWAL,7990,SUCCESS,
7235,2025-05-01 12:15:04,2006,,ATM WITHDRAWAL,3289,SUCCESS,
7236,2025-08-16 00:10:59,879,2626,FUND TRANSFER,245476,SUCCESS,
7237,2025-01-15 08:31:24,2127,,ATM WITHDRAWAL,2037,SUCCESS,
7238,2025-02-24 08:34:40,4202,,WITHDRAWAL,49935,SUCCESS,
7239,2025-08-06 18:28:12,1926,,INTEREST CREDIT,12713,FAILED,Insufficient Balance
7240,2025-09-16 06:00:38,1202,3013,FUND TRANSFER,795219,SUCCESS,
7241,2025-08-07 05:24:09,2905,,ATM WITHDRAWAL,1336,SUCCESS,
7242,2025-10-12 09:30:01,2738,3599,UPI,9140,SUCCESS,
7243,2025-11-08 19:44:28,895,,WITHDRAWAL,41427,SUCCESS,
7244,2025-10-21 07:18:39,4730,,WITHDRAWAL,19446,SUCCESS,
7245,2025-12-18 19:30:38,598,,DEPOSIT,74861,SUCCESS,
7246,2025-07-07 19:31:24,1057,835,UPI,8091,SUCCESS,
7247,2025-04-22 22:13:24,193,3343,NEFT,196433,SUCCESS,
7248,2025-09-15 13:17:36,813,125,UPI,4965,SUCCESS,
7249,2025-12-03 19:00:26,1000,3905,IMPS,181649,SUCCESS,
7250,2025-03-11 13:15:58,881,3989,UPI,6997,SUCCESS,
7251,2025-08-27 11:33:57,4190,3940,FUND TRANSFER,192389,SUCCESS,
7252,2025-03-13 18:15:44,3395,3634,FUND TRANSFER,558548,SUCCESS,
7253,2025-10-17 13:23:30,4669,2711,UPI,2154,SUCCESS,
7254,2025-12-26 00:20:14,1930,,INTEREST CREDIT,12449,SUCCESS,
7255,2025-10-07 12:02:25,3662,,INTEREST CREDIT,15932,SUCCESS,
7256,2025-01-20 11:12:21,4144,1422,UPI,1760,SUCCESS,
7257,2025-03-24 20:17:57,2406,238,UPI,2059,SUCCESS,
7258,2025-05-07 13:31:38,2879,,DEPOSIT,95903,SUCCESS,
7259,2025-03-11 10:36:21,1170,,INTEREST CREDIT,17480,SUCCESS,
7260,2025-11-19 18:28:19,1597,,ATM WITHDRAWAL,2988,SUCCESS,
7261,2025-04-22 09:57:17,1040,2567,IMPS,5247,SUCCESS,
7262,2025-08-28 12:49:40,4303,3634,NEFT,116426,SUCCESS,
7263,2025-07-20 03:29:39,2484,1992,FUND TRANSFER,49978,SUCCESS,
7264,2025-07-27 05:25:07,4555,,INTEREST CREDIT,7492,SUCCESS,
7265,2025-12-12 05:49:27,1272,,DEPOSIT,76193,SUCCESS,
7266,2025-02-26 05:47:09,4195,2157,UPI,174,SUCCESS,
7267,2025-06-11 05:31:36,752,,DEPOSIT,78889,SUCCESS,
7268,2025-02-22 11:59:19,4848,1851,FUND TRANSFER,287579,SUCCESS,
7269,2025-04-15 12:12:10,4369,208,FUND TRANSFER,898588,SUCCESS,
7270,2025-10-07 03:35:16,3513,3158,UPI,6734,SUCCESS,
7271,2025-04-25 15:59:02,63,,WITHDRAWAL,36737,SUCCESS,
7272,2025-01-29 03:19:10,1032,1481,NEFT,139470,SUCCESS,
7273,2025-10-16 04:39:41,2628,4751,UPI,6759,SUCCESS,
7274,2025-08-20 16:59:02,1834,4485,FUND TRANSFER,681750,SUCCESS,
7275,2025-04-28 02:38:19,3482,,WITHDRAWAL,8936,SUCCESS,
7276,2025-08-23 19:58:38,3267,717,FUND TRANSFER,857290,SUCCESS,
7277,2025-11-22 14:30:57,1676,2879,FUND TRANSFER,833709,SUCCESS,
7278,2025-02-26 13:45:20,538,3246,UPI,5355,SUCCESS,
7279,2025-03-01 01:09:42,733,7,IMPS,167606,SUCCESS,
7280,2025-08-28 13:21:07,3994,,WITHDRAWAL,7533,SUCCESS,
7281,2025-05-31 16:57:54,3341,,DEPOSIT,48536,SUCCESS,
7282,2025-04-11 13:19:54,3059,,ATM WITHDRAWAL,7416,SUCCESS,
7283,2025-05-22 09:08:47,3182,,WITHDRAWAL,35518,SUCCESS,
7284,2025-11-19 02:37:54,2351,3491,FUND TRANSFER,768336,SUCCESS,
7285,2025-04-02 18:04:48,476,3257,FUND TRANSFER,326846,FAILED,Daily Limit Exceeded
7286,2025-01-03 05:35:33,2234,3391,UPI,8734,SUCCESS,
7287,2025-07-19 21:55:34,60,,INTEREST CREDIT,463,SUCCESS,
7288,2025-06-06 06:40:22,1752,,DEPOSIT,11373,FAILED,Daily Limit Exceeded
7289,2025-06-20 02:34:14,718,,DEPOSIT,80294,SUCCESS,
7290,2025-08-04 05:31:45,4196,,DEPOSIT,40240,SUCCESS,
7291,2025-05-05 10:47:18,4583,1369,UPI,9789,SUCCESS,
7292,2025-11-30 18:59:13,945,,ATM WITHDRAWAL,8354,SUCCESS,
7293,2025-06-27 09:12:32,2025,,DEPOSIT,96575,SUCCESS,
7294,2025-01-31 14:31:08,2683,,ATM WITHDRAWAL,8678,SUCCESS,
7295,2025-02-04 09:13:05,2127,645,UPI,2030,SUCCESS,
7296,2025-06-10 03:29:28,1573,,ATM WITHDRAWAL,8363,SUCCESS,
7297,2025-12-03 12:00:56,1136,1792,IMPS,43179,SUCCESS,
7298,2025-08-05 01:12:17,3340,,DEPOSIT,90426,SUCCESS,
7299,2025-05-08 20:57:01,4671,,INTEREST CREDIT,11163,SUCCESS,
7300,2025-09-19 05:52:10,2424,,INTEREST CREDIT,1955,SUCCESS,
7301,2025-06-13 18:47:32,1241,641,FUND TRANSFER,102360,FAILED,Beneficiary Not Found
7302,2025-01-01 04:20:02,3131,,WITHDRAWAL,13451,SUCCESS,
7303,2025-10-21 18:57:57,2390,,ATM WITHDRAWAL,1165,SUCCESS,
7304,2025-08-01 05:36:23,4948,,ATM WITHDRAWAL,7960,SUCCESS,
7305,2025-11-28 03:54:32,533,,ATM WITHDRAWAL,6096,SUCCESS,
7306,2025-03-06 06:26:12,2994,385,UPI,1156,SUCCESS,
7307,2025-03-10 23:52:17,433,,WITHDRAWAL,3431,SUCCESS,
7308,2025-12-30 14:36:42,4711,,DEPOSIT,76439,FAILED,Beneficiary Not Found
7309,2025-06-26 12:26:07,263,,ATM WITHDRAWAL,5442,SUCCESS,
7310,2025-01-30 00:28:44,3981,4781,UPI,72,SUCCESS,
7311,2025-07-25 03:16:21,4577,3427,IMPS,142107,SUCCESS,
7312,2025-06-15 13:53:45,1238,,ATM WITHDRAWAL,1888,SUCCESS,
7313,2025-07-21 06:36:51,4970,,WITHDRAWAL,21206,SUCCESS,
7314,2025-06-13 01:06:20,4969,,DEPOSIT,61513,SUCCESS,
7315,2025-09-14 03:16:36,3175,,WITHDRAWAL,7004,SUCCESS,
7316,2025-11-22 12:08:52,4189,3714,UPI,2925,SUCCESS,
7317,2025-09-22 08:27:14,3232,4326,IMPS,39075,SUCCESS,
7318,2025-02-10 19:17:47,2474,,ATM WITHDRAWAL,1952,SUCCESS,
7319,2025-01-10 15:10:26,4520,4672,UPI,8143,SUCCESS,
7320,2025-02-01 14:30:19,783,,DEPOSIT,27163,SUCCESS,
7321,2025-04-07 01:20:31,2472,4006,IMPS,33249,SUCCESS,
7322,2025-09-04 19:30:06,4859,,WITHDRAWAL,8114,SUCCESS,
7323,2025-08-09 10:59:03,724,,INTEREST CREDIT,24257,SUCCESS,
7324,2025-09-10 00:13:03,2431,955,UPI,5127,SUCCESS,
7325,2025-10-01 16:00:04,858,,ATM WITHDRAWAL,8683,SUCCESS,
7326,2025-09-05 14:35:14,169,1239,UPI,3151,SUCCESS,
7327,2025-04-20 05:30:15,4774,2345,UPI,14,SUCCESS,
7328,2025-01-23 16:25:02,598,,DEPOSIT,36584,SUCCESS,
7329,2025-05-20 16:13:40,3510,,ATM WITHDRAWAL,6937,SUCCESS,
7330,2025-07-02 01:46:48,2967,,ATM WITHDRAWAL,3974,SUCCESS,
7331,2025-09-08 20:03:38,2894,,DEPOSIT,53222,SUCCESS,
7332,2025-02-24 01:03:53,652,,WITHDRAWAL,17335,SUCCESS,
7333,2025-03-30 23:45:46,2490,3048,UPI,3240,SUCCESS,
7334,2025-11-30 12:20:39,3512,1906,FUND TRANSFER,593844,SUCCESS,
7335,2025-07-18 16:53:24,4975,3124,NEFT,54497,SUCCESS,
7336,2025-04-15 15:47:50,3606,2478,FUND TRANSFER,803469,SUCCESS,
7337,2025-05-11 22:41:54,1162,,ATM WITHDRAWAL,6418,SUCCESS,
7338,2025-11-06 16:30:33,1826,3975,NEFT,39891,SUCCESS,
7339,2025-10-16 17:29:39,4988,,ATM WITHDRAWAL,4818,FAILED,Invalid Account
7340,2025-11-03 11:13:57,3257,,WITHDRAWAL,7745,SUCCESS,
7341,2025-06-09 07:41:46,4945,,ATM WITHDRAWAL,4244,SUCCESS,
7342,2025-02-05 07:15:26,1227,,WITHDRAWAL,16129,SUCCESS,
7343,2025-09-26 23:52:57,3274,3481,UPI,3700,SUCCESS,
7344,2025-10-28 19:22:17,101,,WITHDRAWAL,42106,SUCCESS,
7345,2025-02-18 10:59:39,2699,,ATM WITHDRAWAL,4764,SUCCESS,
7346,2025-09-29 10:15:05,612,,DEPOSIT,75634,SUCCESS,
7347,2025-09-05 17:11:19,1234,,DEPOSIT,63217,FAILED,Beneficiary Not Found
7348,2025-03-25 23:09:23,2564,,DEPOSIT,78453,SUCCESS,
7349,2025-01-12 21:12:58,3825,,DEPOSIT,70517,SUCCESS,
7350,2025-10-21 16:46:18,3035,,ATM WITHDRAWAL,9534,SUCCESS,
7351,2025-02-05 01:52:59,2062,527,UPI,151,SUCCESS,
7352,2025-08-17 21:49:55,3217,2834,NEFT,202875,SUCCESS,
7353,2025-08-16 04:26:41,4530,1106,FUND TRANSFER,890468,SUCCESS,
7354,2025-08-05 09:23:03,3112,,WITHDRAWAL,13842,SUCCESS,
7355,2025-04-21 02:55:43,800,,ATM WITHDRAWAL,1165,SUCCESS,
7356,2025-11-22 20:31:50,4096,1365,FUND TRANSFER,235353,SUCCESS,
7357,2025-12-02 11:32:40,2633,2,UPI,146,SUCCESS,
7358,2025-08-11 19:10:15,979,,DEPOSIT,64611,SUCCESS,
7359,2025-03-28 15:45:17,3669,2910,UPI,4877,SUCCESS,
7360,2025-07-02 11:27:44,1529,2296,FUND TRANSFER,868520,SUCCESS,
7361,2025-08-15 11:49:44,3867,,ATM WITHDRAWAL,6713,SUCCESS,
7362,2025-11-28 18:45:31,2343,2785,UPI,4142,SUCCESS,
7363,2025-07-14 21:58:40,616,,ATM WITHDRAWAL,8733,SUCCESS,
7364,2025-05-19 18:17:18,1403,3440,FUND TRANSFER,855466,SUCCESS,
7365,2025-07-14 02:41:21,3763,,ATM WITHDRAWAL,2010,SUCCESS,
7366,2025-06-22 13:13:29,3144,2866,UPI,1699,SUCCESS,
7367,2025-11-03 23:33:23,1910,4994,FUND TRANSFER,293218,SUCCESS,
7368,2025-11-09 13:50:30,550,3946,NEFT,55891,SUCCESS,
7369,2025-11-12 17:27:27,4799,326,IMPS,146872,SUCCESS,
7370,2025-03-13 04:46:52,524,4752,UPI,8519,SUCCESS,
7371,2025-11-21 12:02:27,1223,1229,UPI,8472,FAILED,Insufficient Balance
7372,2025-04-15 23:37:54,4855,2769,UPI,220,SUCCESS,
7373,2025-03-13 17:25:11,972,,ATM WITHDRAWAL,7038,SUCCESS,
7374,2025-06-24 20:24:53,2193,,ATM WITHDRAWAL,596,SUCCESS,
7375,2025-03-24 07:47:56,136,3578,UPI,165,SUCCESS,
7376,2025-05-01 15:22:56,3416,,DEPOSIT,64880,SUCCESS,
7377,2025-11-30 10:49:02,1353,2281,UPI,4669,SUCCESS,
7378,2025-02-20 04:35:16,2001,,ATM WITHDRAWAL,2314,SUCCESS,
7379,2025-09-28 11:44:10,4239,,WITHDRAWAL,1456,SUCCESS,
7380,2025-07-06 05:49:08,1990,,DEPOSIT,14044,SUCCESS,
7381,2025-11-01 04:04:20,849,,DEPOSIT,6509,SUCCESS,
7382,2025-01-03 22:20:41,1397,2167,NEFT,45783,SUCCESS,
7383,2025-01-08 17:19:40,2957,,DEPOSIT,63122,SUCCESS,
7384,2025-12-25 21:29:14,1243,,ATM WITHDRAWAL,7058,SUCCESS,
7385,2025-05-10 23:51:36,1869,456,UPI,9092,SUCCESS,
7386,2025-08-24 19:17:25,2138,,WITHDRAWAL,27832,SUCCESS,
7387,2025-09-11 01:58:42,1494,2587,UPI,8811,SUCCESS,
7388,2025-06-12 05:43:45,3259,2237,UPI,6704,SUCCESS,
7389,2025-09-23 06:55:06,1389,980,IMPS,114399,SUCCESS,
7390,2025-09-21 00:36:54,3471,,WITHDRAWAL,37853,SUCCESS,
7391,2025-04-09 04:11:01,3239,699,FUND TRANSFER,135457,SUCCESS,
7392,2025-02-09 17:19:09,1485,4187,UPI,180,SUCCESS,
7393,2025-11-24 08:15:05,173,3362,UPI,7869,SUCCESS,
7394,2025-05-21 09:44:41,2855,3650,UPI,584,SUCCESS,
7395,2025-03-27 23:11:33,1077,3367,UPI,6588,SUCCESS,
7396,2025-10-05 18:27:45,4186,,ATM WITHDRAWAL,1111,SUCCESS,
7397,2025-10-31 13:05:41,4762,308,FUND TRANSFER,574034,SUCCESS,
7398,2025-10-04 20:43:48,3259,,ATM WITHDRAWAL,6824,SUCCESS,
7399,2025-04-10 07:19:27,4881,1281,UPI,9425,SUCCESS,
7400,2025-03-10 07:36:15,4461,,ATM WITHDRAWAL,8392,SUCCESS,
7401,2025-07-04 04:24:59,275,,INTEREST CREDIT,9412,SUCCESS,
7402,2025-12-13 18:11:59,3379,,DEPOSIT,58834,SUCCESS,
7403,2025-01-10 03:23:49,1088,1865,UPI,3731,SUCCESS,
7404,2025-10-16 07:39:35,2892,3161,NEFT,313314,SUCCESS,
7405,2025-04-14 11:10:38,1172,,DEPOSIT,83553,SUCCESS,
7406,2025-06-12 04:02:23,433,134,FUND TRANSFER,69620,SUCCESS,
7407,2025-04-29 06:10:38,4325,1569,FUND TRANSFER,193484,SUCCESS,
7408,2025-05-03 00:53:20,2865,3729,UPI,3560,SUCCESS,
7409,2025-12-24 19:09:18,2104,3110,IMPS,25606,SUCCESS,
7410,2025-01-24 04:50:05,2733,837,FUND TRANSFER,716478,SUCCESS,
7411,2025-02-18 12:17:44,2579,2263,FUND TRANSFER,22723,SUCCESS,
7412,2025-03-16 21:28:01,3214,2771,IMPS,137473,SUCCESS,
7413,2025-09-24 12:03:03,4012,,ATM WITHDRAWAL,3594,SUCCESS,
7414,2025-09-26 07:43:43,431,,WITHDRAWAL,21428,SUCCESS,
7415,2025-12-19 08:23:28,2421,803,IMPS,197518,SUCCESS,
7416,2025-09-16 10:02:09,1180,,ATM WITHDRAWAL,3756,SUCCESS,
7417,2025-02-18 23:56:57,4148,763,FUND TRANSFER,982684,SUCCESS,
7418,2025-08-21 02:59:55,4173,,DEPOSIT,14486,SUCCESS,
7419,2025-01-17 06:35:28,1794,,WITHDRAWAL,16940,SUCCESS,
7420,2025-11-27 01:39:06,3241,4265,UPI,1826,SUCCESS,
7421,2025-04-26 04:58:33,889,2218,NEFT,28077,SUCCESS,
7422,2025-04-30 16:42:48,251,,ATM WITHDRAWAL,7603,SUCCESS,
7423,2025-08-01 03:33:34,2345,,ATM WITHDRAWAL,9223,SUCCESS,
7424,2025-02-26 11:18:38,4452,,ATM WITHDRAWAL,5931,SUCCESS,
7425,2025-09-28 06:37:27,571,4006,UPI,2109,SUCCESS,
7426,2025-04-28 04:35:35,1463,186,UPI,8835,SUCCESS,
7427,2025-07-31 15:16:15,1978,2579,NEFT,227322,SUCCESS,
7428,2025-06-04 22:54:42,1461,2816,FUND TRANSFER,83355,FAILED,Beneficiary Not Found
7429,2025-05-27 14:12:21,4573,,ATM WITHDRAWAL,471,SUCCESS,
7430,2025-07-28 22:41:10,3950,240,FUND TRANSFER,252975,SUCCESS,
7431,2025-11-24 10:44:04,522,4490,FUND TRANSFER,102112,SUCCESS,
7432,2025-04-29 00:31:04,4147,4496,UPI,8820,SUCCESS,
7433,2025-11-02 07:59:21,500,165,FUND TRANSFER,375965,SUCCESS,
7434,2025-06-10 01:47:24,3039,,ATM WITHDRAWAL,6348,SUCCESS,
7435,2025-01-07 19:20:14,3091,1241,UPI,7658,SUCCESS,
7436,2025-12-20 10:41:23,2567,,ATM WITHDRAWAL,9417,SUCCESS,
7437,2025-07-31 17:20:30,3503,181,UPI,2384,SUCCESS,
7438,2025-12-31 17:19:42,2488,3076,FUND TRANSFER,890076,SUCCESS,
7439,2025-07-02 01:27:18,1246,,DEPOSIT,98838,SUCCESS,
7440,2025-06-09 02:43:37,4185,,WITHDRAWAL,4202,SUCCESS,
7441,2025-12-13 21:41:27,3634,2302,NEFT,218312,SUCCESS,
7442,2025-05-08 20:22:28,4401,,DEPOSIT,26372,SUCCESS,
7443,2025-02-24 20:01:57,1679,,DEPOSIT,37910,SUCCESS,
7444,2025-07-07 17:05:10,1498,4438,UPI,9511,SUCCESS,
7445,2025-03-04 06:23:53,412,,ATM WITHDRAWAL,4364,SUCCESS,
7446,2025-11-20 21:30:16,539,381,UPI,6660,SUCCESS,
7447,2025-01-30 02:14:06,139,2515,FUND TRANSFER,810293,SUCCESS,
7448,2025-03-24 23:14:15,4281,2741,IMPS,125872,SUCCESS,
7449,2025-03-23 15:20:31,3447,4401,UPI,4057,SUCCESS,
7450,2025-04-08 09:31:16,462,3904,FUND TRANSFER,148282,SUCCESS,
7451,2025-11-16 08:29:52,2677,,DEPOSIT,86576,SUCCESS,
7452,2025-04-24 20:29:42,1161,,WITHDRAWAL,18828,SUCCESS,
7453,2025-06-25 23:27:24,1789,3074,UPI,8188,SUCCESS,
7454,2025-02-20 01:28:00,2793,,ATM WITHDRAWAL,3726,FAILED,Account Blocked
7455,2025-09-15 20:16:23,1153,,ATM WITHDRAWAL,5620,FAILED,Network Timeout
7456,2025-02-09 17:20:24,1783,1778,UPI,6636,SUCCESS,
7457,2025-07-14 10:05:29,2901,493,UPI,2563,SUCCESS,
7458,2025-07-23 05:27:56,2819,,ATM WITHDRAWAL,2820,SUCCESS,
7459,2025-05-13 21:57:21,651,4354,FUND TRANSFER,233580,SUCCESS,
7460,2025-11-13 21:19:30,4800,2487,UPI,3050,SUCCESS,
7461,2025-08-27 17:11:29,1556,,WITHDRAWAL,39136,SUCCESS,
7462,2025-01-07 17:35:29,2090,,ATM WITHDRAWAL,6649,SUCCESS,
7463,2025-03-13 20:25:17,3877,1968,UPI,9482,SUCCESS,
7464,2025-08-15 01:47:54,3333,3424,FUND TRANSFER,897253,SUCCESS,
7465,2025-02-16 05:28:32,938,,ATM WITHDRAWAL,1384,SUCCESS,
7466,2025-03-22 23:23:56,3842,723,UPI,5376,SUCCESS,
7467,2025-01-25 16:35:18,1661,312,UPI,1463,SUCCESS,
7468,2025-01-09 12:38:54,4326,,ATM WITHDRAWAL,6064,SUCCESS,
7469,2025-03-19 10:33:58,4048,2759,FUND TRANSFER,366532,SUCCESS,
7470,2025-02-09 15:44:58,3939,1336,IMPS,83055,SUCCESS,
7471,2025-01-30 04:03:32,1028,1243,UPI,4688,SUCCESS,
7472,2025-10-03 08:31:59,2258,,WITHDRAWAL,26663,SUCCESS,
7473,2025-12-07 21:55:09,2954,4219,UPI,1921,SUCCESS,
7474,2025-04-01 04:24:37,1988,3685,UPI,5664,SUCCESS,
7475,2025-09-19 11:22:02,3317,1464,FUND TRANSFER,452011,SUCCESS,
7476,2025-06-17 12:20:27,4957,1786,UPI,6569,SUCCESS,
7477,2025-06-05 07:06:28,3133,190,UPI,3053,SUCCESS,
7478,2025-03-18 13:14:21,1999,1211,NEFT,138004,SUCCESS,
7479,2025-02-22 22:50:20,2765,,WITHDRAWAL,22314,SUCCESS,
